category,value
email,eryk.szymański94@onet.pl
pesel,84012628913
credit-card-number,373114089926305
address,"ul. Długa 191, Chrzanów"
bank-account,PL40010298578778331761651002
address,"196 High St, Lisbon"
religion,ateista
date-of-birth,28.06.2003
school-name,Szkoła Policealna 'Nowa'
date-of-birth,05507/1975
address,"ul. Nowa 36, Pabianice"
bank-account,PL55125396300803080848695692
city,Piotrków Trybunalski
pesel,62031033811
job-title,asystent
relative,mój brat Wiktor Piotrowski
job-title,księgowy
ethnicity,Niemiec
city,Nowy Dwór Mazowiecki
surname,Michalski
health,COVID-19 - przebyte
school-name,Szkoła Podstawowa nr 5
political-view,prawicowe
phone,794 246 343
relative,moja siostra Dawid Lis
credit-card-number,3781-0021-1350-485
political-view,lewicowe
pesel,4105225904
age,20
school-name,Uniwersytet Warszawski
date-of-birth,22.02.1929
date-of-birth,1989-07030
credit-card-number,4758-8416-9214-1529
address,"ul.nMickiewicza 34, Poznań"
relative,moja siostra Jakub Zając
surname,Lipinski
sex,M
username,ninakubiak122
relative,mój brat Mateusz Kubiak
job-title,kierowca
political-view,konserwatywne
secret,AKIA7FA2QL2L9R4E05VL
address,"126 Main St, New York"
bank-account,NL70393310051142757751482973
secret,passwd:tyWv2EancZ
sex,k
date,2016-02-05
age,92
political-view,lewicowe
email,michał.jankowski38@onet.pl
political-view,socjalistyczne
pesel,84072374296
school-name,Uniwersytet Warszawski
pesel,04290887536
date-of-birth,24/09/1989
bank-account,PL00229829898255178381883536
ethnicity,Ukraińczyk
age,24
document-number,WA6269198
religion,prawosławny
name,Weronika
relative,syn Kacp€r Mroż
pesel,29081268091
username,damian.skrzecz
username,katarzyna.woźniak
date,2024-11-04
date-of-birth,31.07.1998
secret,api_key_379843
bank-account,PL98939568406123746730396096
pesel,87121907418
name,Wiktor
ethnicity,Rosjanin
document-number,3049LQAT8
name,Krzysztof
email,przemysław.b€ck9@onet.pl
city,Lubaczów
secret,AKIA4PKSL27ADKD3E3ML
phone,+48 78z 212 g01
bank-account,PL08980205152356336475303787
job-title,analityk danych
sex,kobieta
phone,+48 787 728 331
username,eryk_216
phone,+48 782 582 g00
date-of-birth,15.09.1950
email,weronika.stępień14@example.com
city,Łódź
job-title,kierownik
pesel,76060335914
username,@leom59
secret,api_key_795410
health,alergia
sexual-orientation,aseksualny
date-of-birth,09/01/1945
phone,+48 609 487 192
ethnicity,Ukraińczyk
surname,B€ck
religion,żyd
credit-card-number,51435773 1164 9580
date,25.08.2005
city,Lubartów
document-number,DV6584412
job-title,programista
company,Kancelaria Kowalski i Wspólnicy
date,29/06/2018
job-title,programista
ethnicity,Litwin
school-name,Uniwersytet Warszawski
relative,córka Ewa Dąbrowski
secret,AKIAKSNH26KD1SI8BZUJ
pesel,240205283W8
date,20.02.2019
sex,F
ethnicity,Ukraińczyk
name,Dominik
date,2011-01-10
company,Logistyka i Transport S.A.
secret,api_key_645199
company,"""Korzekwa-Broniek Sp.k."""
health,nadciśnienie
relative,moja siostra Karolina Kubiak
username,rafał_705
date,31/03/2016
relative,moja siostra Natalia Nagórka
username,paulina.lis
address,"ul. Królewska 109, Racibórz"
sex,kobieta
email,patrycja.wasilewski94@wp.pl
sex,m
relative,moja siostra Michał B€ck
sexual-orientation,panseksualny
bank-account,ES55835905315269125354612989
date,09/10/2017
credit-card-number,4836478039253281
document-number,EH7906071
date,05/05/2010
document-number,IZ0XS0V5X
city,Głogów
age,99
date-of-birth,1923-01-28
document-number,J09FBDJUY
company,Kancelaria Kowalski i Wspólnicy
date-of-birth,06.04.1942
document-number,T97A9ADCA
bank-account,PL25385692364144283080763017
bank-account,PL81897142747019484825518431
age,93
address,"ul. Moniuszki 160, Olsztyn"
religion,brak wyznania
date-of-birth,07.01.1962
email,eryk.bodzak57@gmail.com
relative,syn Oliiwa Nowak
ethnicity,Rom
health,nadciśnienie
ethnicity,Białorusin
surname,Lis
company,Sklep Internetowy.pl
religion,muzułmanin
name,Sonia
political-view,konserwatywne
address,"ul. Boczna 152, Łowicz"
document-number,FICAG9BCQ
job-title,asystent
credit-card-number,5304 7962 2221 0747
health,cukrzyca
username,beata_795
political-view,centrowe
age,71
surname,Nowak
credit-card-number,5363312431090157
name,Dawid
username,@szymon92
phone,794 246 343
sex,M
date-of-birth,05.08.1986
name,Karolina
credit-card-number,374620060592030
pesel,58070868178
secret,api_key_958474
date-of-birth,24.11.1972
sex,k
bank-account,NL19079897916163504150116139
secret,api_key_87456
email,alicja.bakiera16@onet.pl
address,"ul. Szkolna 169, Węgorzewo"
ethnicity,Węgier
job-title,lekarz
relative,córka Oliwia Skrzecz
school-name,Akademia Górniczo-Hutnicza
job-title,referent
company,Hurtownia Spożywcza
date-of-birth,19.06.1981
relative,moja siostra Natalia Lewandowksi
political-view,niezdecydowane
relative,córka Anna Jankowski
company,Fundacja Zatoń
relative,moja siostra Patrycja Kaczmarek
address,"ul. Słowackiego 55, Łowicz"
sexual-orientation,heteroseksualny
phone,514 588 331
religion,protestant
health,astma
political-view,lewicowe
secret,AKIANMX1FB73D5C5MFFW
political-view,socjalistyczne
relative,mój brat Weronika Szymańsik
date,2020-08-23
sex,mężczyzna
surname,B0dz4k
address,"ul. Nowa 58, Środa Śląska"
company,Biuro Rachunkowe Alfa
political-view,niezdecydowane
company,Przychodnia Zdrowia Sp. z o.o.
sex,F
address,"ul. Królewska 191, Stalowa Wola"
email,olga.kościesza12@gmail.com
religion,muzułmanin
secret,AKIAU0SF3YRQK36PT8J9
ethnicity,Rosjanin
sexual-orientation,aseksualny
address,"105 High St, Melbourne"
name,Patrycja
bank-account,PL9259987905224597530205333
sex,inne
sexual-orientation,aseksualny
age,85
religion,świadek Jehowy
secret,0asswd:bEOBPXmjV0
name,Dawid
username,@helena63
address,"ul. Polna 153, Barotszyce"
pesel,42080119175
job-title,programista
address,"52 Main St, Helsinki"
ethnicity,Litwin
school-name,Szkoła Podstawowa nr 5
username,@kaja15
surname,Sikora
relative,mój brat Nina Wieczorek
surname,Kruk
relative,syn Oliwia Szymański
sexual-orientation,homoseksualny
age,45
date-of-birth,22.06.1990
date-of-birth,1945-05-23
sexual-orientation,homoseksualny
school-name,Technikum Informatyczne
surname,Kamiński
bank-account,PL84455782556330722668177827
company,ABC Sp. z o.o.
political-view,konserwatywne
sexual-orientation,homoseksualny
pesel,8705124323
date-of-birth,07.12.1973
job-title,specjalista ds. HR
document-number,7H7X2H7HT
surname,Linka
company,ABC Sp. z o.o.
address,"ul. Kolejowa 78, Częstochowa"
name,Nina
sex,F
political-view,niezdecydowane
health,brak chorób przewlekłych
username,patrycja.wasilewski
phone,794 246 343
bank-account,PL88895317314046798401353757
email,krzysztof.5abak46@onet.pl
date,01.11.2003
religion,brak wyznania
ethnicity,Rosjanin
date,17.08.2000
date-of-birth,1927-01-14
pesel,57010489938
sexual-orientation,homoseksualny
religion,świadek Jehowy
date-of-birth,23.03.1980
address,"ul. Nowa 163, Piaseczno"
phone,+48 724 384 173
name,Andrz3j
date,22/04/2018
job-title,asystent
pesel,69101946369
sex,m
credit-card-number,5680-4254-9109-8187
credit-card-number,4000-9411-2339-0996
bank-account,ES84206599950707017259079772
date-of-birth,28.11.1959
name,Katarzyna
political-view,liberalne
age,14
secret,AKIALOGW158V6JI05BYE
secret,api_key_99392
sex,F
address,"ul. Słowackiego 8, Żory"
health,brak chorób przewlekłych
relative,moja siostra Tomasz Urbański
ethnicity,Rom
political-view,niezdecydowane
age,30
email,kalina.bodzak7@gmail.com
username,bartosz.urbański
relative,córka Szymon 5abak
political-view,lewicowe
job-title,referent
religion,świadek Jehowy
bank-account,FR22124799396647599808774900
health,alergia
job-title,asystent
pesel,29100152404
health,choroba serca
relative,syn Kacp€r Lewandowski
date-of-birth,1977-09-01
username,zuzanna_249
email,gaja.lizurej79@gmail.com
political-view,niezdecydowane
city,Gorzów Wielkopolski
bank-account,IT40584699293055807956648180
religion,żyd
sex,k
sex,F
sex,mężczyzna
name,Joanna
sexual-orientation,homoseksualny
credit-card-number,4447635989743584
city,Warsaw
email,mateusz.wieczorek88@onet.pl
document-number,GI7583544
sexual-orientation,heteroseksualny
age,22
date,2016-09-16
relative,syn Sonia Szymański
email,monika.skrzecz71@wp.pl
phone,794 246 343
secret,passwd:SrajyitBQZ
username,adamlipins0i573
city,Złotów
ethnicity,Rosjanin
health,COVID-19 - przebyte
sexual-orientation,panseksualny
political-view,prawicowe
bank-account,PL26861036990817751080821998
username,marcin_271
ethnicity,Rosjanin
company,"""PPUH Latuszek i syn s.c."""
name,Adam
religion,prawosławny
address,"ul. Nowa 197, Częstochowa"
political-view,prawicowe
relative,moja siostra Anna Jankowski
secret,passwd:Iooq7uHWUp
date,19/11/2019
sex,k
age,15
date,2019-10-24
date,31/01/2013
age,39
date,12.05.2011
phone,+48 787 728 331
date,28.07.2010
pesel,69101449381
religion,żyd
document-number,1RL137ADX
phone,794 246 343
username,rafał.linka
surname,Mazur
surname,Lewandowski
company,Logistyka i Transport S.A.
address,"ul. Graniczna 162, Tarnów"
phone,514 588 331
pesel,42042579380
surname,Pawlak
document-number,0AS8L4ZYD
pesel,30111898100
job-title,analityk danych
religion,żyd
document-number,IJ0650720
phone,+48 609 487 192
address,"ul. Królewska 89, Pabianice"
company,Sklep Internetowy.pl
credit-card-number,3726-1215-4933-883
job-title,asystent
relative,mój brat Eryk Wójcik
date,2021-06-20
health,alergia
username,@alicja28
address,"ul. Moniuszki 123, Olsztyn"
address,"ul. Kościuszki 112, Nowy Sącz"
job-title,lekarz
school-name,Zespół Szkół Ekonomicznych
credit-card-number,5101195403807824
email,bartosz.lis84@example.com
phone,514 588 331
ethnicity,Ukraińczyk
age,61
school-name,Przedszkole nr 12
school-name,Liceum Ogólnokształcące im. M. Kopernika
relative,mój brat Kaja Bck
political-view,centrowe
surname,Urbański
religion,protestant
pesel,45080986231
pesel,42070113963
date-of-birth,10/03/944
health,choroba serca
sex,F
secret,token-681939-x
name,Gaja
secret,passwd:xBY9fbSagu
credit-card-number,4094 8736 3233 2143
political-view,niezdecydowane
sex,inne
secret,passwd:xlZhyPZ52K
address,"ul. Boczna 9, Złotów"
email,dominik.kania2@example.com
relative,mój brat Przemysław Adamczyk
political-view,lewicowe
date,2013-01-03
surname,Kowalczyk
bank-account,PL55570614440500781602272888
religion,brak wyznania
health,nadciśnienie
ethnicity,Białorusin
political-view,liberalne
sexual-orientation,heteroseksualny
date,2007-09-13
school-name,Technikum Informatyczne
sexual-orientation,nieokreślony
date,19/06/2022
job-title,lekarz
ethnicity,Białorusin
name,Grzegorz
religion,prawosławny
religion,katolik
city,Szczytno
school-name,Przedszkole nr 12
health,COVID-19 - przebyte
ethnicity,Białorusin
pesel,01280207248
sex,m
username,zuzannalinka512
bank-account,SE82862702755888453963988493
relative,mój brat Apoloina Lewandowski
date,14/11/2009
job-title,sprzedawca
age,19
name,M0nik4
sexual-orientation,aseksualny
sexual-orientation,aseksualny
job-title,lekarz
political-view,lewicowe
pesel,62012985450
email,apolonia.dąbrowski84@gmail.com
name,Marta
health,brak chorób przewlekłych
ethnicity,Węgier
address,"139 High St, San Francisco"
phone,794 246 343
surname,Wróbel
address,"ul. Rynek 132, Sosnowiec"
sexual-orientation,heteroseksualny
secret,passwd:3ST8Jw2bc3
city,Chojnice
bank-account,PL80662951070188258591944867
email,0lg4.b0dz4k24@0n3t.pl
secret,AKIAGLGXPZ28IXSCWBZX
sex,kobieta
city,Kędzierzyn-Koźle
school-name,Technikum Informatyczne
ethnicity,Białorusin
bank-account,PL85654250041220100998688328
relative,moja siostra Michał Siwek
religion,ateista
address,"ul. Boczna 167, Kościerzyna"
username,@juliusz81
address,"151 Main St, Toronto"
religion,brak wyznania
company,"""Korzekwa-Broniek Sp.k."""
city,Słupsk
surname,5abak
pesel,53013066800
health,depresja
health,choroba serca
date-of-birth,15.01.1969
email,piotr.mazur26@gmail.com
city,Athens
sex,kobieta
secret,AKIAT7HMSIUGF4ED55H1
bank-account,DE43114533732173338678027185
city,Stockholm
document-number,SJR6HMLOF
relative,mój brat Szymon Wójcik
relative,mój brat Mateusz Kościesza
date,02/06/2000
school-name,Szkoła Policealna 'Nowa'
age,88
bank-account,PL37991131785127345557755726
company,Fundacja Zatoń
secret,api_key_383436
political-view,socjalistyczne
company,Tech Solutions Sp. z o.o.
relative,syn Jan Skzecz
credit-card-number,3796 3204 5821 330
name,Kalina
address,"ul. Słowackiego 127, Szczytno"
relative,syn Łukasz Zawadzik
email,leom.kania65@wp.pl
secret,token-438343-x
address,"122 Main St, Budapest"
ethnicity,Polak
school-name,Zespół Szkół Ekonomicznych
address,"69 High St, Brussels"
pesel,56031161654
document-number,ZM0545022
email,rafał.kowalski10@wp.pl
bank-account,PL19874738602118988624095247
sexual-orientation,heteroseksualny
ethnicity,Polak
religion,muzułmanin
sexual-orientation,aseksualny
health,cukrzyca
address,"46 Main St, Seoul"
city,Wielu8
age,74
date,2008-05-05
date,03/04/2010
company,Kancelaria Kowalski i Wspólnicy
sex,mężczyzna
phone,+48 787 728 331
date,28/09/2001
pesel,54011423307
company,Tech Solutions Sp. z o.o.
credit-card-number,4938-953-98139-9958
username,@apolonia58
ethnicity,Litwin
city,Los Angeles
address,"ul. Kolejowa 132, Żory"
company,"""PPUH Latuszek i syn s.c."""
document-number,AN6949175
health,nadciśnienie
surname,Wójcik
phone,+48 787 728 331
credit-card-number,4362465636885203
age,28
political-view,niezdecydowane
surname,5abk
school-name,Szkoła Podstawowa nr 5
ethnicity,Litwin
pesel,42071023128
name,Andrzej
age,96
sexual-orientation,homoseksualny
email,katarzyna.urbański71@example.com
company,Kancelaria Kowalski i Wspólnicy
document-number,FH5757092
secret,passwd:ZeNglpfdwp
school-name,Szkoła Podstawowa nr 5
relative,moja siostra Monika Kamiński
email,kamil.czarnecki20@onet.pl
age,27
username,nataliapawlak767
city,Krakow
city,Nowy Targ
date-of-birth,22.06.1961
relative,córka Dominik Nowak
date,07/06/2005
health,alergia
date,18.01.2019
sexual-orientation,biseksualny
health,brak chorób przewlekłych
job-title,specjalista ds. HR
bank-account,PL89819428690557451594163879
date,17/07/2004
date-of-birth,1952-10-06
sexual-orientation,heteroseksualny
surname,Bastre
health,alergia
political-view,niezdecydowane
phone,+48 78z 212 g01
surname,Woźniak
health,choroba serca
document-number,ZI2241948
bank-account,NL41682211712739507558179600
sex,m
religion,protestant
relative,córka Kamil Michalski
credit-card-number,3707 2977 1567 068
ethnicity,Ukraińczyk
credit-card-number,4902813303238262
sex,kobieta
secret,passwd:7XRdwH7doM
religion,muzułmanin
job-title,inżynier oprogramowania
email,szymon.dąbrowski77@gmail.com
email,grzegorz.kowalski33@onet.pl
sex,M
date,12.03.2005
surname,Jankowski
age,76
religion,żyd
date-of-birth,31/10/1934
address,"25 M4in St, Mi4mi"
relative,córka Grz3g0rz Mroż
email,iwona.jankowski18@gmail.com
company,Biuro Rachunkowe Alfa
date-of-birth,01/02/1926
ethnicity,Węgier
sexual-orientation,panseksualny
address,"ul. Nowa 119, Środa Śląska"
ethnicity,Węgier
surname,Linka
company,Przychodnia Zdrowia Sp. z o.o.
date-of-birth,1990-10-09
company,ABC Sp. z o.o.
credit-card-number,5122-1477-6105-997
city,Pabianice
age,87
company,Agencja Marketingowa Creativa
name,Gaja
email,anna.wojciechowski21@onet.pl
document-number,LU3380454
health,choroba serca
religion,katolik
company,Przychodnia Zdrowia Sp. z o.o.
phone,+48 782 582 g00
document-number,ZY5829574
political-view,liberalne
age,95
relative,córka Weronika Urbański
date-of-birth,03/02/1966
username,apolonia_285
ethnicity,Białorusin
document-number,TK3548296
sex,k
email,kaja.sokół74@onet.pl
pesel,45121964543
phone,+48 78z 212 g01
company,Przychodnia Zdrowia Sp. z o.o.
health,brak chorób przewlekłych
company,Firma Handlowa Nowak
surname,Krawczyk
date-of-birth,13/03/1945
school-name,Akademia Górniczo-Hutnicza
credit-card-number,5128 9577 1121 2669
document-number,HV3895718
job-title,kierownik
health,depresja
credit-card-number,5127-7876-6188-0715
date-of-birth,29/11/1960
surname,Czarnecki
sexual-orientation,nieokreślony
health,COVID-19 - przebyte
phone,+48 609 487 192
name,Jakub
secret,AKIAC6W05W4GAYQMB8J1
secret,AKIAXIZL6URD1ZSHKEGS
sexual-orientation,homoseksualny
address,"192 High St, Zurich"
political-view,socjalistyczne
sex,kobieta
surname,Wójcik
bank-account,PL837870257199902000A4106916
religion,świadek Jehowy
school-name,Politechnika Wrocławska
company,Agencja Marketingowa Creativa
job-title,sprzedawca
phone,+48 609 487 192
sex,inne
health,astma
phone,+48 787 728 331
city,Częstochowa
surname,Kubiak
bank-account,PL65730862828816436293091227
pesel,87061775612
age,24
city,Bytom
job-title,specjalista ds. HR
religion,prawosławny
username,kalina.lipinski
sexual-orientation,aseksualny
age,24
bank-account,PL55454171979414030580503765
name,Przemysław
email,helena.borysiak76@example.com
company,Gabinety Ośkap1.
sex,kobieta
secret,token-172020-x
address,"ul. Słowackiego 90, Olsztyn"
email,gaja.janhowski56@gmail.com
sex,F
username,magdalena.zieliński
school-name,Szkoła Podstawowa nr 5
username,robertzawadzki907
sexual-orientation,aseksualny
political-view,konserwatywne
pesel,72090391951
secret,token-953336-x
sexual-orientation,biseksualny
job-title,pielęgniarka
surname,Malinowski
pesel,51071004088
document-number,3YCPV4FAO
sex,F
name,Łukasz
city,Słupsk
document-number,XHFCG377W
username,tomaszkról574
phone,+48 513 078 320
surname,Olszewski
ethnicity,Niemiec
phone,+48 78z 212 g01
city,Zabrze
age,30
date,17.09.2001
age,30
secret,AKIAA2YIB4B0X9RV4RYY
surname,Bodzak
health,astma
secret,AKIAGB2LU0B2BJ1MX33J
